Group,Program,Preferred ID,Facility name,Sys Loc Code,Loc Name,Loc Type,Latitude,Longitude,Sys Sample Code,Sample date,Medium,Matrix,Analyte,Analyte Short Name,CAS,Detect Flag,Result text,Result numeric,Unit,Lab Qualifiers,Detect description,Method Detection Limit,Reporting Detection Limit,Approval code,Fraction,Dilution factor,Result type code,Analytic method,AI ID,AI name,Address,City,State,Zip Code,County
Manufacturing and industrial facilities,Wastewater,MNP067091,ABA Water Systems Inc MNP067091,FA00961,Process water discharge,,44.165288,-92.169358,FA00961.2306011050.000S,2023-06-01,Water,Wtr-Surf,Perfluorooctanesulfonic acid,PFOS,1763-23-1,N,<0.87,,ng/L,<,Below Method Detection Limit,0.87,4.0,Prelim,Total,2.0,TRG,8327,46285.0,ABA Water Systems Inc,226 W Broadway,Plainview,MN,55964-1254,Wabasha
Manufacturing and industrial facilities,Wastewater,MNP067091,ABA Water Systems Inc MNP067091,FA00961,Process water discharge,,44.165288,-92.169358,FA00961.2306011050.000S,2023-06-01,Water,Wtr-Surf,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.4,,ng/L,<,Below Method Detection Limit,0.4,4.0,Prelim,Total,2.0,TRG,8327,46285.0,ABA Water Systems Inc,226 W Broadway,Plainview,MN,55964-1254,Wabasha
Manufacturing and industrial facilities,Wastewater,MNP067091,ABA Water Systems Inc MNP067091,FA00961,Process water discharge,,44.165288,-92.169358,FA00961.2306011050.000S,2023-06-01,Water,Wtr-Surf,Perfluoropentanoic acid,PFPeA,2706-90-3,Y,46.5,46.5,ng/L,,,1.04,4.0,Prelim,Total,2.0,TRG,8327,46285.0,ABA Water Systems Inc,226 W Broadway,Plainview,MN,55964-1254,Wabasha
Manufacturing and industrial facilities,Wastewater,MNP067091,ABA Water Systems Inc MNP067091,FA00961,Process water discharge,,44.165288,-92.169358,FA00961.2306011050.000S,2023-06-01,Water,Wtr-Surf,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,N,<0.42,,ng/L,<,Below Method Detection Limit,0.42,4.0,Prelim,Total,2.0,TRG,8327,46285.0,ABA Water Systems Inc,226 W Broadway,Plainview,MN,55964-1254,Wabasha
Manufacturing and industrial facilities,Wastewater,MNP067091,ABA Water Systems Inc MNP067091,FA00961,Process water discharge,,44.165288,-92.169358,FA00961.2306011050.000S,2023-06-01,Water,Wtr-Surf,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<1.3,,ng/L,<,Below Method Detection Limit,1.3,5.0,Prelim,Total,2.0,TRG,8327,46285.0,ABA Water Systems Inc,226 W Broadway,Plainview,MN,55964-1254,Wabasha
Manufacturing and industrial facilities,Wastewater,MNP067091,ABA Water Systems Inc MNP067091,FA00961,Process water discharge,,44.165288,-92.169358,FA00961.2306011050.000S,2023-06-01,Water,Wtr-Surf,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<1.76,,ng/L,<,Below Method Detection Limit,1.76,4.0,Prelim,Total,2.0,TRG,8327,46285.0,ABA Water Systems Inc,226 W Broadway,Plainview,MN,55964-1254,Wabasha
Manufacturing and industrial facilities,Wastewater,MNP067091,ABA Water Systems Inc MNP067091,FA00961,Process water discharge,,44.165288,-92.169358,FA00961.2306011050.000S,2023-06-01,Water,Wtr-Surf,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.81,,ng/L,<,Below Method Detection Limit,0.81,4.0,Prelim,Total,2.0,TRG,8327,46285.0,ABA Water Systems Inc,226 W Broadway,Plainview,MN,55964-1254,Wabasha
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,FtS 10:2 acid,10:2 FtS,120226-60-0,N,<0.94,,ng/L,<,Below Method Detection Limit,0.94,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<0.57,,ng/L,<,Below Method Detection Limit,0.57,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<0.47,,ng/L,<,Below Method Detection Limit,0.47,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<0.48,,ng/L,<,Below Method Detection Limit,0.48,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<0.94,,ng/L,<,Below Method Detection Limit,0.94,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<0.83,,ng/L,<,Below Method Detection Limit,0.83,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<0.50,,ng/L,<,Below Method Detection Limit,0.5,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<0.71,,ng/L,<,Below Method Detection Limit,0.71,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.58,,ng/L,<,Below Method Detection Limit,0.58,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<0.91,,ng/L,<,Below Method Detection Limit,0.91,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.56,,ng/L,<,Below Method Detection Limit,0.56,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<0.53,,ng/L,<,Below Method Detection Limit,0.53,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorobutanoic acid,PFBA,375-22-4,Y,32.4,32.4,ng/L,,,0.51,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,6.7,6.7,ng/L,,,0.49,1.8,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorodecanoic acid,PFDA,335-76-2,N,<0.62,,ng/L,<,Below Method Detection Limit,0.62,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorododecanoic acid,PFDoA,307-55-1,N,<0.49,,ng/L,<,Below Method Detection Limit,0.49,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<0.60,,ng/L,<,Below Method Detection Limit,0.6,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.65,,ng/L,<,Below Method Detection Limit,0.65,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluoroheptanoic acid,PFHpA,375-85-9,Y,6.6,6.6,ng/L,,,0.7,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,N,<0.68,,ng/L,<,Below Method Detection Limit,0.68,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorohexanoic acid,PFHxA,307-24-4,Y,14.6,14.6,ng/L,,,0.93,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorohexadecanoic acid,PFHxDA,67905-19-5,N,<0.46,,ng/L,<,Below Method Detection Limit,0.46,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorohexanesulfonic acid,PFHxS,355-46-4,Y,9,9.0,ng/L,,,0.54,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorononanoic acid,PFNA,375-95-1,N,<0.81,,ng/L,<,Below Method Detection Limit,0.81,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<0.60,,ng/L,<,Below Method Detection Limit,0.6,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorooctanoic acid,PFOA,335-67-1,Y,51.2,51.2,ng/L,,,0.88,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorooctadecanoic acid,PFODA,16517-11-6,N,<0.63,,ng/L,<,Below Method Detection Limit,0.63,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorooctanesulfonic acid,PFOS,1763-23-1,Y,3.8,3.8,ng/L,,,0.68,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.73,,ng/L,<,Below Method Detection Limit,0.73,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluoropentanoic acid,PFPeA,2706-90-3,Y,8.6,8.6,ng/L,,,0.84,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,Y,1.3,1.3,ng/L,J,,0.61,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.61,,ng/L,<,Below Method Detection Limit,0.61,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.63,,ng/L,<,Below Method Detection Limit,0.63,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,448549,MW-10,Well,45.24322,-93.88377,448549.2305251202.000S,2023-05-25,Water,Wtr-Ground,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.50,,ng/L,<,Below Method Detection Limit,0.5,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,469689,MW-10PR,Well,45.243198,-93.883855,469689.2305251047.000S,2023-05-25,Water,Wtr-Ground,FtS 10:2 acid,10:2 FtS,120226-60-0,N,<0.94,,ng/L,<,Below Method Detection Limit,0.94,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,469689,MW-10PR,Well,45.243198,-93.883855,469689.2305251047.000S,2023-05-25,Water,Wtr-Ground,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<0.57,,ng/L,<,Below Method Detection Limit,0.57,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,469689,MW-10PR,Well,45.243198,-93.883855,469689.2305251047.000S,2023-05-25,Water,Wtr-Ground,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<0.48,,ng/L,<,Below Method Detection Limit,0.48,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,469689,MW-10PR,Well,45.243198,-93.883855,469689.2305251047.000S,2023-05-25,Water,Wtr-Ground,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,469689,MW-10PR,Well,45.243198,-93.883855,469689.2305251047.000S,2023-05-25,Water,Wtr-Ground,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<0.48,,ng/L,<,Below Method Detection Limit,0.48,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,469689,MW-10PR,Well,45.243198,-93.883855,469689.2305251047.000S,2023-05-25,Water,Wtr-Ground,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<0.94,,ng/L,<,Below Method Detection Limit,0.94,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,469689,MW-10PR,Well,45.243198,-93.883855,469689.2305251047.000S,2023-05-25,Water,Wtr-Ground,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<0.83,,ng/L,<,Below Method Detection Limit,0.83,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,469689,MW-10PR,Well,45.243198,-93.883855,469689.2305251047.000S,2023-05-25,Water,Wtr-Ground,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<0.50,,ng/L,<,Below Method Detection Limit,0.5,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
Landfills and other solid waste management facilities,Solid Waste,SW-60,Advanced Disposal Services - Rolling Hills Landfill,469689,MW-10PR,Well,45.243198,-93.883855,469689.2305251047.000S,2023-05-25,Water,Wtr-Ground,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<0.71,,ng/L,<,Below Method Detection Limit,0.71,2.0,Prelim,Total,1.0,TRG,PACE 537.1 MOD,281.0,Rolling Hills Landfill,175 County Road 37 NE,Buffalo,MN,55313,Wright
